province,local_authority,ward_no,candidate,sex,party,contested,votes
mat north,tsholotsho rdc,13,ngwenya emoni amon,m,zanu pf,1,295
mat north,tsholotsho rdc,13,ngukuzonke warren,m,mdc,1,81
mat north,tsholotsho rdc,13,ngwenya soka,m,zapu,1,80
mat north,tsholotsho rdc,14,ncube christopher,m,zanu pf,1,374
mat north,tsholotsho rdc,14,mlotshwa thembelani,m,mdc t,1,255
mat north,tsholotsho rdc,14,sibanda ian,m,mdc,1,101
mat north,tsholotsho rdc,14,sibanda teddy,m,zapu,1,31
mat north,tsholotsho rdc,15,dube ishmael c,m,mdc t,1,603
mat north,tsholotsho rdc,15,msimanga dorah,f,zanu pf,1,519
mat north,tsholotsho rdc,15,tshuma mathias e,m,mdc,1,190
mat north,tsholotsho rdc,15,jani nkatazo,m,zapu,1,108
mat north,tsholotsho rdc,16,ngwenya patrick h,m,zanu pf,1,456
mat north,tsholotsho rdc,16,tshuma ruth,f,mdc t,1,295
mat north,tsholotsho rdc,16,vundhla joel juwa,m,mdc,1,60
mat north,tsholotsho rdc,17,ncube mhlulukelwa m,m,zanu pf,1,495
mat north,tsholotsho rdc,17,gumbo elizabeth,f,mdc t,1,274
mat north,tsholotsho rdc,17,mpala feya,m,mdc,1,108
mat north,tsholotsho rdc,18,bhebhe motha richard,m,zanu pf,1,563
mat north,tsholotsho rdc,18,dube khumbulani,m,mdc t,1,152
mat north,tsholotsho rdc,18,moyo sigala justin,m,mdc,1,107
mat north,tsholotsho rdc,19,ndebele aloes,m,zanu pf,1,547
mat north,tsholotsho rdc,19,sibanda mathew,m,mdc t,1,349
mat north,tsholotsho rdc,19,nkomo fanuel b,m,mdc,1,130
mat north,tsholotsho rdc,20,ndlovu gideon,m,zanu pf,1,451
mat north,tsholotsho rdc,20,nyathi nkosana,m,mdc t,1,74
mat north,tsholotsho rdc,21,ndhlovu nicholas mazwi,m,mdc t,1,230
mat north,tsholotsho rdc,21,mvundla phillip,m,zanu pf,1,207
mat north,tsholotsho rdc,21,moyo makhombisa m,m,mdc,1,27
mat north,tsholotsho rdc,22,dube phumuza,m,zanu pf,1,651
mat north,tsholotsho rdc,22,lupahla warning,f,mdc t,1,594
mat north,tsholotsho rdc,22,nkomo lameck,m,mdc,1,143
mat north,tsholotsho rdc,22,nyoni james dennis,m,zapu,1,46
mat north,umguza rdc,1,mhlanga alexander,m,zanu pf,1,638
mat north,umguza rdc,1,nkomo brynne,m,mdc t,1,376
mat north,umguza rdc,1,mangunda blessing t,m,mdc,1,147
mat north,umguza rdc,2,shelton marlene mary,f,zanu pf,1,4241
mat north,umguza rdc,2,sigogo bernard s,m,mdc t,1,929
mat north,umguza rdc,2,gumbo mhtokozisi,m,mdc,1,350
mat north,umguza rdc,3,mpengezi manqhawe,m,mdc t,1,415
mat north,umguza rdc,3,tshuma vethi,m,zanu pf,1,411
mat north,umguza rdc,3,kellie moses,m,mdc,1,126
mat north,umguza rdc,3,mzamo patrick,m,mdc,1,88
mat north,umguza rdc,3,mtongana violet,f,zapu,1,73
mat north,umguza rdc,4,mashonganyika mark e,m,mdc t,1,461
mat north,umguza rdc,4,ngulube tegu,f,zanu pf,1,259
mat north,umguza rdc,4,dube mlungisi,m,mdc,1,141
mat north,umguza rdc,5,nqongo bekithemba h,m,zanu pf,1,1428
mat north,umguza rdc,5,ncube dingindawo,m,mdc t,1,583
mat north,umguza rdc,6,mnkandla alexander,m,zanu pf,1,490
mat north,umguza rdc,6,mpofu sophie,f,mdc t,1,333
mat north,umguza rdc,6,nyoni edith,f,mdc,1,109
mat north,umguza rdc,7,sibanda happiness,f,zanu pf,1,1063
mat north,umguza rdc,7,machiya morgan k,m,mdc t,1,849
mat north,umguza rdc,7,mpofu themba,m,mdc,1,162
mat north,umguza rdc,8,moyo sisa,f,zanu pf,1,1039
mat north,umguza rdc,8,ndlovu florence,f,mdc t,1,252
mat north,umguza rdc,9,mkandla sibongile,f,zanu pf,1,1702
mat north,umguza rdc,9,ncube simeon,m,mdc t,1,198
mat north,umguza rdc,10,ndlovu mangoya,m,zanu pf,1,443
mat north,umguza rdc,10,kunene zebron,m,mdc t,1,162
mat north,umguza rdc,11,moyo tapson,m,mdc t,1,661
mat north,umguza rdc,11,ngwenya lawrence,m,zanu pf,1,403
mat north,umguza rdc,11,mlilo edward khamba,m,mdc,1,125
mat north,umguza rdc,12,sibanda johannes,m,zanu pf,1,372
mat north,umguza rdc,12,nkomo lameck,m,mdc t,1,189
mat north,umguza rdc,13,sibanda nene enerst,m,zanu pf,1,605
mat north,umguza rdc,13,nyoni njabulo,m,mdc t,1,56
mat north,umguza rdc,14,ncube albert,m,zanu pf,1,1040
mat north,umguza rdc,14,ncube clever,m,mdc t,1,320
mat north,umguza rdc,15,moyo david,m,zanu pf,1,488
mat north,umguza rdc,15,mlilo rita,f,mdc t,1,182
mat north,umguza rdc,16,sithole priscilla j.c,f,zanu pf,1,1138
mat north,umguza rdc,16,mhaza garikai godwill,m,mdc t,1,869
mat north,umguza rdc,16,jele iris,f,mdc,1,134
mat north,umguza rdc,16,ndlovu jotham,m,zapu,1,63
mat north,umguza rdc,16,ndlovu capson crispen,m,independent,1,40
mat north,umguza rdc,17,siphuma moses,m,zanu pf,1,225
mat north,umguza rdc,17,ngwenya mckintosh dj,m,zapu,1,97
mat north,umguza rdc,18,moyo michael,m,zanu pf,1,280
mat north,umguza rdc,18,dube thompson,m,mdc t,1,188
mat north,umguza rdc,18,ncube qiniso,m,mdc,1,56
mat north,umguza rdc,19,gumbo getrude,f,zanu pf,0,uncontested
mat north,vic. falls municipality,1,varley marguerite,f,mdc-t,1,198
mat north,vic. falls municipality,1,mutasa tonderai,m,zanu pf,1,139
mat north,vic. falls municipality,2,ngwenya ovius,m,zanu pf,1,478
mat north,vic. falls municipality,2,mwela stanford,m,mdc-t,1,239
mat north,vic. falls municipality,3,moyo prayer,m,zanu pf,1,158
mat north,vic. falls municipality,3,mangombe dimore,m,mdc-t,1,95
mat north,vic. falls municipality,3,dube stanley,m,mdc,1,15
mat north,vic. falls municipality,3,tshuma jabulani,m,zapu,1,4
mat north,vic. falls municipality,4,mwale patricia,f,mdc-t,1,408
mat north,vic. falls municipality,4,nkomo dennis,m,zanu pf,1,227
mat north,vic. falls municipality,5,mguni rich,m,mdc-t,1,345
mat north,vic. falls municipality,5,moyo sidalubuhle,m,zanu pf,1,243
mat north,vic. falls municipality,5,ndlovu stephen,m,inependent,1,16
mat north,vic. falls municipality,6,mambume ephias,m,mdc-t,1,213
mat north,vic. falls municipality,6,masilela vusumuzi,m,zanu pf,1,179
mat north,vic. falls municipality,6,mhlanga george,m,zapu,1,28
mat north,vic. falls municipality,6,ncube mhabezi,m,mdc,1,20
mat north,vic. falls municipality,7,nyathi noris,m,mdc-t,1,312
mat north,vic. falls municipality,7,moyo ndabezinhle,m,zanu pf,1,203
mat north,vic. falls municipality,7,msimanga velile,m,zapu,1,27
mat north,vic. falls municipality,7,tshuma muchumael,m,inependent,1,16
mat north,vic. falls municipality,8,salimu robison,m,mdc-t,1,301
mat north,vic. falls municipality,8,mashonganyika clever,m,zanu pf,1,258
mat north,vic. falls municipality,8,ndebele thembisa,m,mdc,1,69
mat north,vic. falls municipality,8,nyoni zondani,m,zapu,1,18
mat north,vic. falls municipality,10,mpofu sifiso,m,zanu pf,1,361
mat north,vic. falls municipality,10,mhlanga chenjerai,m,mdc-t,1,300
mat north,vic. falls municipality,10,nyoni dinkion,m,mdc,1,60
mat north,vic. falls municipality,11,zhou edmore,m,mdc-t,1,1247
mat north,vic. falls municipality,11,murumbi laina,f,zanu pf,1,650
mat north,vic. falls municipality,11,moyo qinisani,f,mdc,1,361
mat north,vic. falls municipality,11,ncube francis,m,zapu,1,68
mat north,vic. falls municipality,11,joao paul,m,inependent,1,43
mat south,beitridge rdc,1,ndou enock,m,zanu pf,1,873
mat south,beitridge rdc,1,ndou farisayi semeon,m,mdc t,1,147
mat south,beitridge rdc,2,ndou samson hanyani,m,zanu pf,1,960
mat south,beitridge rdc,2,muleya thatheni,f,mdc t,1,73
mat south,beitridge rdc,3,ngwenya mazibisa,m,zanu pf,1,1683
mat south,beitridge rdc,3,gumbo joseph,m,mdc t,1,106
mat south,beitridge rdc,4,moyo ketsina,f,zanu pf,1,985
mat south,beitridge rdc,4,mudau safa,m,mdc t,1,337
mat south,beitridge rdc,5,ndou jonas,m,zanu pf,1,1370
mat south,beitridge rdc,5,mudau siphiwe,m,mdc t,1,423
mat south,beitridge rdc,6,muleya joseph itani,m,zanu pf,1,1412
mat south,beitridge rdc,6,muleya beritha,f,mdc t,1,246
mat south,beitridge rdc,7,muleya flora,f,zanu pf,1,480
mat south,beitridge rdc,7,moyo rabson,m,mdc t,1,164
mat south,beitridge rdc,8,ndou luka custer,m,zanu pf,1,569
mat south,beitridge rdc,8,mbedzi mungani,m,mdc t,1,257
mat south,beitridge rdc,9,sebata daniel moeketso,m,zanu pf,1,514
mat south,beitridge rdc,9,ndou samuel ndishabelafhi,m,mdc t,1,475
mat south,beitridge rdc,9,kohomela botwel mbedzi,m,mdc,1,121
mat south,beitridge rdc,10, tlou gladys,f,zanu pf,1,988
mat south,beitridge rdc,10, sebata richard,m,mdc t,1,340
mat south,beitridge rdc,10, nyati nompumelelo,f,mdc,1,64
mat south,beitridge rdc,11, mulea nixson,m,zanu pf,1,1183
mat south,beitridge rdc,11, mbedzi pedson,m,mdc t,1,358
mat south,beitridge rdc,12,ndou ntaten amon,m,zanupf,1,1040
mat south,beitridge rdc,12,shoko cosmore,m,m.d.ct,1,312
mat south,beitridge rdc,12,mudawu daniel,m,m.d.c,1,101
mat south,beitridge rdc,13,chauke sibongile,f,zanupf,1,663
mat south,beitridge rdc,13,nguluvhe shoni,m,m.d.c.t,1,38
mat south,beitridge rdc,14,park robert mcgowan,m,zanupf,1,777
mat south,beitridge rdc,14,mbedzi jameson,m,m.d.c.t,1,252
mat south,beitridge rdc,15,ndou maniere boy,m,zanupf,1,692
mat south,beitridge rdc,15,gumbo ndwa kenneth,m,m.d.c.t,1,137
mat south,beitridge town council,1,chikova max,m,zanupf,1,483
mat south,beitridge town council,1,dzokurasa danmore,m,m.d.ct,1,361
mat south,beitridge town council,1,mahlangu mxolisi,m,m.d.c,1,87
mat south,beitridge town council,2,mulowa sithabisiwe,f,m.d.ct,1,387
mat south,beitridge town council,2,mbedzi nkululeko,m,zanupf,1,288
mat south,beitridge town council,3,nyoni gift,m,zanupf,1,431
mat south,beitridge town council,3,tsvanhu nicholas,m,m.d.c.t,1,279
mat south,beitridge town council,3,muzenda prosper,m,m.d.c,1,39
mat south,beitridge town council,4,moyo sarudzai,f,zanupf,1,912
mat south,beitridge town council,4,mutasa win,m,m.d.c.t,1,562
mat south,beitridge town council,4,dube tinevimbo,m,m.d.c,1,143
mat south,beitridge town council,5,moyo showa,f,zanupf,1,549
mat south,beitridge town council,5,mangombe elliot,m,m.d.c.t,1,534
mat south,beitridge town council,5,mnidwa herbester,m,m.d.c,1,98
mat south,beitridge town council,6,gunha jerry isaac,m,zanupf,1,589
mat south,beitridge town council,6,mabeza eliot,m,m.d.c.t,1,455
mat south,beitridge town council,6,mpofu tecla,f,m.d.c,1,76
mat south,bulilima rdc,1,mlotshwa tony,m,zanupf,1,426
mat south,bulilima rdc,1,maseko pheleza,m,independent,1,306
mat south,bulilima rdc,1,ncube norman,m,m.d.ct,1,257
mat south,bulilima rdc,1,muda edward ndumba,m,m.d.c,1,39
mat south,bulilima rdc,2,"ndlovu ernestmsongelwa",m,m.d.c,1,363
mat south,bulilima rdc,2,"vundla bhekimpilodonald",m,zanupf,1,326
mat south,bulilima rdc,3,hanyane tapson,m,zanupf,1,520
mat south,bulilima rdc,3,ncube irene,f,m.d.ct,1,301
mat south,bulilima rdc,3,ncube siduduziwe,f,m.d.c,1,135
mat south,bulilima rdc,4,moyo emmanuel,m,mdct,1,362
mat south,bulilima rdc,4,ndlovu soneni,f,zanupf,1,360
mat south,bulilima rdc,4,ndebele elias mange,m,mdc,1,202
mat south,bulilima rdc,5,austin boniface,m,mdct,1,386
mat south,bulilima rdc,5,mwale mediot,m,zanupf,1,343
mat south,bulilima rdc,5,gumede methuseli,m,independent,1,311
mat south,bulilima rdc,5,ndebele buzwani derick,m,mdc,1,83
mat south,bulilima rdc,6,ndlovu sifanikiso,m,zanupf,1,547
mat south,bulilima rdc,6,ndlovu collet ngwabi,m,mdct,1,246
mat south,bulilima rdc,6,sibanda sitholile,f,mdc,1,57
mat south,bulilima rdc,7,dube vincent,m,zanupf,1,810
mat south,bulilima rdc,7,moyo albert mxotshwa,m,mdct,1,538
mat south,bulilima rdc,8,dube elias,m,zanupf,1,327
mat south,bulilima rdc,8,tshuma nokuthula,f,mdct,1,177
mat south,bulilima rdc,8,mpofu maggie,f,mdc,1,60
mat south,bulilima rdc,9,moyo nduna,m,mdct,1,357
mat south,bulilima rdc,9,ngulube charles,m,zanupf,1,200
mat south,bulilima rdc,9,dube christian,m,mdc,1,167
mat south,bulilima rdc,10,nyathi zoolakes,m,zanupf,1,541
mat south,bulilima rdc,10,moyo kudzani,m,mdc,1,215
mat south,bulilima rdc,10,moyo collin mpumelelo,m,mdct,1,181
mat south,bulilima rdc,11,mlalazi jabet,f,zanupf,1,507
mat south,bulilima rdc,11,male themba,f,mdct,1,312
mat south,bulilima rdc,11,ncube thamani,m,mdc,1,225
mat south,bulilima rdc,12,ndlovu fidzani,m,zanupf,1,430
mat south,bulilima rdc,12,dube ndabezinhle,m,mdct,1,421
mat south,bulilima rdc,12,ndlovu scholastica,f,mdc,1,171
mat south,bulilima rdc,13,matiwaza ian,m,mdct,1,364
mat south,bulilima rdc,13,moyo vuka,m,zanupf,1,199
mat south,bulilima rdc,13,mpofu mvana takeson,m,mdc,1,66
mat south,bulilima rdc,13,ndlovu pretty,f,independent,1,21
mat south,bulilima rdc,14,ndlovu mtshumayeli,m,mdct,1,508
mat south,bulilima rdc,14,ngwenya godlwayo,m,zanupf,1,392
mat south,bulilima rdc,14,dube dubilizwe,m,mdc,1,105
mat south,bulilima rdc,15,tshuma francis,m,zanupf,1,272
mat south,bulilima rdc,15,mpofu mahluli,m,mdct,1,182
mat south,bulilima rdc,15,mabuza ntombile zodwa,f,mdc,1,35
mat south,bulilima rdc,16,ndebele morgen,m,zanupf,1,211
mat south,bulilima rdc,16,masilela dalumuzi,m,mdct,1,180
mat south,bulilima rdc,16,ndlovu morgen sihlola,m,mdc,1,55
mat south,bulilima rdc,18,ndebele land,m,zanupf,1,154
mat south,bulilima rdc,18,nkomo fios,m,mdc,1,35
mat south,bulilima rdc,18,mpofu brighten,m,mdct,1,26
mat south,bulilima rdc,19,sibanda simon,m,zanupf,1,973
mat south,bulilima rdc,19,moyo christopher,m,mdct,1,322
mat south,bulilima rdc,20,nleya benjamin,m,zanupf,1,328
mat south,bulilima rdc,20,gonde samson,m,mdct,1,117
mat south,bulilima rdc,20,nleya sitjaba,m,mdc,1,104
mat south,bulilima rdc,21,nkomo syvester m,m,zanupf,1,285
mat south,bulilima rdc,21,masokana burden,m,mdct,1,174
mat south,bulilima rdc,21,ncube siphelile,f,mdc,1,40
mat south,bulilima rdc,21,nyathi reckon mahluli,m,independent,1,26
mat south,bulilima rdc,22,ndlovu tamilika,m,m.d.c.t,1,314
mat south,bulilima rdc,22,tsambani thompson,m,zanupf,1,296
mat south,gwanda municipality,1,siziba dumisani,m,zanupf,1,302
mat south,gwanda municipality,1,mutumburi sydney,m,m.d.ct,1,189
mat south,gwanda municipality,1,mokoni tsibang,m,m.d.c,1,76
mat south,gwanda municipality,2,mkhwananzi butholezwe,m,m.d.c,1,137
mat south,gwanda municipality,2,mpofu fungayi,m,zanupf,1,134
mat south,gwanda municipality,2,masawi alice makara,f,m.d.ct,1,129
mat south,gwanda municipality,3,ndlovu knowledge,m,zanupf,1,197
mat south,gwanda municipality,3,mutukura shadreck,m,m.d.ct,1,92
mat south,gwanda municipality,3,nyoni lines,f,m.d.c,1,29
mat south,gwanda municipality,4,ncube mduduzi,m,zanupf,1,537
mat south,gwanda municipality,4,nyathi ubuletsi,m,m.d.ct,1,301
mat south,gwanda municipality,4,banda robert,m,m.d.c.,1,100
mat south,gwanda municipality,5,ncube johane,m,zanupf,1,182
mat south,gwanda municipality,5,msipha thabani,m,m.d.ct,1,109
mat south,gwanda municipality,5,masilela siduduzile,f,m.d.c,1,24
mat south,gwanda municipality,6,maphala ponalo,m,mdct,1,340
mat south,gwanda municipality,6,mabhena dennis,m,zanupf,1,215
mat south,gwanda municipality,6,nyoni themba,m,mdc,1,96
mat south,gwanda municipality,6,nkala cannicious,m,zapu,1,13
mat south,gwanda municipality,7,mazhale jastone,m,mdct,1,494
mat south,gwanda municipality,7,makuele philemon,m,zanupf,1,463
mat south,gwanda municipality,7,mhlanga vusani,m,mdc,1,165
mat south,gwanda municipality,7,siziba bongani nathaniel,m,independent,1,36
mat south,gwanda municipality,8,dube wilson,m,zanupf,1,279
mat south,gwanda municipality,8,dube john,m,mdct,1,202
mat south,gwanda municipality,8,mkwananzi japhet m,m,mdc,1,187
mat south,gwanda municipality,9,moyo thulani,m,zanupf,1,248
mat south,gwanda municipality,9,marimbe daniel,m,mdct,1,163
mat south,gwanda municipality,9,manda simon,m,mdc,1,150
mat south,gwanda municipality,10,ndlovu albert,m,zanupf,1,171
mat south,gwanda municipality,10,siziba cathrine,f,mdct,1,75
mat south,gwanda municipality,10,de necker lionell,m,mdc,1,49
mat south,gwanda rdc,1,nkala stanford,m,mdct,1,785
mat south,gwanda rdc,1,sibanda gugulethu,m,zanupf,1,378
mat south,gwanda rdc,1,ndlovu mafoni,m,mdc,1,57
mat south,gwanda rdc,2,sibanda jellot benard,m,mdct,1,444
mat south,gwanda rdc,2,moyo sister,f,zanupf,1,417
mat south,gwanda rdc,2,mpofu thokozani,f,mdc,1,115
mat south,gwanda rdc,3,nyoni limukani,m,mdct,1,504
mat south,gwanda rdc,3,nkala nkanyiso,m,zanupf,1,402
mat south,gwanda rdc,4,malila lobukhosi,f,mdct,1,474
mat south,gwanda rdc,4,mtombeni fiddius,m,zanupf,1,472
mat south,gwanda rdc,4,ndlovu robert,m,mdc,1,187
mat south,gwanda rdc,5,bhebhe adam maedza,m,mdct,1,207
mat south,gwanda rdc,5,"chademana sungano rjulius",m,zanupf,1,136
mat south,gwanda rdc,5,ndlovu sibusisiwe,f,mdc,1,105
mat south,gwanda rdc,6,ndlovu kellon skula,m,mdc,1,460
mat south,gwanda rdc,6,ndlovu gladys,f,mdct,1,439
mat south,gwanda rdc,6,ndlovu lindiwe,f,zanupf,1,322
mat south,gwanda rdc,6,dube tabani,m,zapu,1,42
mat south,gwanda rdc,7,malumeja nkululeko,m,mdct,1,293
mat south,gwanda rdc,7,maphosa levison,m,zanupf,1,234
mat south,gwanda rdc,7,dube mandisi,m,mdc,1,165
mat south,gwanda rdc,7,moyo salas,m,zapu,1,21
mat south,gwanda rdc,8,moyo paul,m,mdct,1,727
mat south,gwanda rdc,8,khumalo happy,f,zanupf,1,415
mat south,gwanda rdc,8,ncube simon,m,mdc,1,228
mat south,gwanda rdc,9,moyo mozitha,m,zanupf,1,775
mat south,gwanda rdc,9,nyathi kenneth,m,mdct,1,232
mat south,gwanda rdc,9,nyathi batanga,m,mdc,1,119
mat south,gwanda rdc,10,nyathi amon clinic,m,mdc,1,42
mat south,gwanda rdc,10,sibanda george,m,zanupf,1,21
mat south,gwanda rdc,11,ndlovu coster,m,zanupf,1,654
mat south,gwanda rdc,11,mathaba michael,m,mdct,1,510
mat south,gwanda rdc,11,sibanda comen,m,zapu,1,107
mat south,gwanda rdc,12,dube johnson athulang,m,zanupf,1,826
mat south,gwanda rdc,12,ngwenya thabani,m,mdct,1,699
mat south,gwanda rdc,13,dube rabson,m,zanupf,1,769
mat south,gwanda rdc,13,ncube kenani,m,mdc,1,696
mat south,gwanda rdc,13,moyo gabriel,m,mdct,1,358
mat south,gwanda rdc,14,maphosa phineas,m,zanupf,1,629
mat south,gwanda rdc,14,moyo gifford,m,mdct,1,357
mat south,gwanda rdc,14,ndlovu gilbert,m,mdc,1,350
mat south,gwanda rdc,14,sibanda micah,m,zapu,1,43
mat south,gwanda rdc,15,souza enock,m,zanupf,1,812
mat south,gwanda rdc,15,moyo dingilizwe,m,mdct,1,389
mat south,gwanda rdc,16,mahopolo jairos,m,zanupf,1,620
mat south,gwanda rdc,16,ngulube nokuthula,m,mdct,1,467
mat south,gwanda rdc,16,siminya khulekani,m,mdc,1,197
mat south,gwanda rdc,16,sibata ephraim,m,zapu,1,77
mat south,gwanda rdc,17,nyathi ephraim john,m,zanupf,1,669
mat south,gwanda rdc,17,mlilo mboniso,m,mdct,1,298
mat south,gwanda rdc,17,"manala rorisangemmanuel",m,zapu,1,167
mat south,gwanda rdc,17,ndhlovu marvellous,m,mdc,1,79
mat south,gwanda rdc,18,ncube mphathiswa,m,zanupf,1,874
mat south,gwanda rdc,18,nare david,m,mdct,1,272
mat south,gwanda rdc,18,dube concern,m,mdc,1,109
mat south,gwanda rdc,18,ndlovu john tshado,m,zapu,1,91
mat south,gwanda rdc,19,makhalima tomson,m,zanupf,1,729
mat south,gwanda rdc,19,molisa tsepo,m,mdct,1,322
mat south,gwanda rdc,19,sibata willie,m,mdc,1,115
mat south,gwanda rdc,19,moyo thulani,m,zapu,1,40
mat south,gwanda rdc,20,ndlovu joram,m,zanupf,1,838
mat south,gwanda rdc,20,maphosa nehemiah,m,mdct,1,293
mat south,gwanda rdc,20,maphala lindiwe,f,mdc,1,70
mat south,gwanda rdc,21,smith peter,m,mdct,1,917
mat south,gwanda rdc,21,makura alphious,m,zanupf,1,747
mat south,gwanda rdc,21,sibanda persistance,f,mdc,1,103
mat south,gwanda rdc,22,chipengo george,m,zanupf,1,1132
mat south,gwanda rdc,22,lusinga esmael,m,mdct,1,491
mat south,gwanda rdc,22,siziba keneth,m,mdc,1,103
mat south,gwanda rdc,22,basutu moses,m,zapu,1,57
mat south,gwanda rdc,23,choeni anna,f,zanupf,1,1408
mat south,gwanda rdc,23,dhlula donald,m,mdct,1,206
mat south,gwanda rdc,23,ndlovu happiness,f,zapu,1,20
mat south,gwanda rdc,24,tlou alphious,m,zanupf,1,673
mat south,gwanda rdc,24,nare sabata,m,mdct,1,208
mat south,insiza rdc,1,ndlovu fester,f,zanupf,1,391
mat south,insiza rdc,1,sibanda sibusiso,m,mdct,1,362
mat south,insiza rdc,1,mpofu philip,m,mdct,1,217
mat south,insiza rdc,2,jeremiah langa,m,zanupf,1,816
mat south,insiza rdc,2,zenzo ncube,m,m.d.c.t,1,259
mat south,insiza rdc,2,sikhumbuzo moyo,f,mdc,1,119
mat south,insiza rdc,3,dumisani mathuthu,m,m.d.c,1,490
mat south,insiza rdc,3,moyo king,m,zanupf,1,460
mat south,insiza rdc,3,zilinde sibanda,m,m.d.ct,1,338
mat south,insiza rdc,4,lawrence maphosa,m,zanupf,1,472
mat south,insiza rdc,4,petrosdhlamini,m,m.d.ct,1,302
mat south,insiza rdc,4,daisymoth madevu,m,m.d.c,1,301
mat south,insiza rdc,5,moyo tabezo francis,m,zanupf,1,481
mat south,insiza rdc,5,tshuma lendy,m,m.d.c,1,283
mat south,insiza rdc,5,moyo sipho,m,m.d.ct,1,109
mat south,insiza rdc,6,dube jubhal,m,zanupf,1,502
mat south,insiza rdc,6,dumisani dube,m,m.d.ct,1,266
mat south,insiza rdc,6,esnath ncube,f,m.d.c,1,101
mat south,insiza rdc,7,sibanda douglas,f,zanupf,1,406
mat south,insiza rdc,7,mhlophe nation,m,mdct,1,269
mat south,insiza rdc,7,dube matilda,m,mdc,1,218
mat south,insiza rdc,8,mthunzi tom mvimbi,m,m.d.c,1,61
mat south,insiza rdc,8,venson sibanda,m,m.d.ct,1,58
mat south,insiza rdc,9,reason msipha,m,zanupf,1,529
mat south,insiza rdc,9,geofrey ndlovu,m,m.d.ct,1,229
mat south,insiza rdc,9,jotham moyo,m,m.d.c,1,140
mat south,insiza rdc,9,miniyothabo dube,m,zapu,1,36
mat south,insiza rdc,10,bhebhe amon,m,m.d.ct,1,234
mat south,insiza rdc,10,nduze elton,m,zanupf,1,212
mat south,insiza rdc,10,sibanda malvin,m,m.d.c,1,66
mat south,insiza rdc,11,nyathi esther,f,zanupf,1,287
mat south,insiza rdc,11,ozziah matutu,m,m.d.c,1,181
mat south,insiza rdc,11,jeconiah gumbi,m,m.d.ct,1,139
mat south,insiza rdc,12,daniel k mpofu,m,zanupf,1,400
mat south,insiza rdc,12,nkosana nkala,m,m.d.c,1,314
mat south,insiza rdc,12,masuku elizabeth,f,m.d.ct,1,187
mat south,insiza rdc,12,sipho ndlovu,m,zapu,1,22
mat south,insiza rdc,13,mpofu vongai,f,zanupf,1,547
mat south,insiza rdc,13,"mojapelo wellingtonkopiwe",m,mdct,1,270
mat south,insiza rdc,13,ncube lucy,f,zapu,1,91
mat south,insiza rdc,13,moyo mpendulo,m,mdc,1,54
mat south,insiza rdc,14,ndlovu tennyson,m,zanupf,1,408
mat south,insiza rdc,14,moyo rise,m,mdc,1,49
mat south,insiza rdc,14,siziba justine,m,zapu,1,48
mat south,insiza rdc,15,ngwenya thembinkosi,m,zanupf,1,489
mat south,insiza rdc,15,zimunya sarah,f,m.d.ct,1,273
mat south,insiza rdc,15,ndlovu ndumiso,m,m.d.c,1,118
mat south,insiza rdc,16,dube luke,m,zanupf,1,539
mat south,insiza rdc,16,ndlovu adam,m,m.d.ct,1,101
mat south,insiza rdc,16,sibanda douglas,m,m.d.c,1,14
mat south,insiza rdc,17,nkomo abdale,m,zanupf,1,847
mat south,insiza rdc,17,ngono gideon,m,mdc,1,213
mat south,insiza rdc,17,siziba sibangilizwe,m,zapu,1,164
mat south,insiza rdc,18,ndondo jostinah,f,zanupf,1,439
mat south,insiza rdc,18,dlamini buyisani,m,m.d.ct,1,399
mat south,insiza rdc,19,adonsi joel,m,zanupf,1,909
mat south,insiza rdc,19,msipha honest,m,m.d.ct,1,429
mat south,insiza rdc,19,moyo mutayi altas,m,m.d.c,1,132
mat south,insiza rdc,19,museke elias,m,zapu,1,17
mat south,insiza rdc,20,moyo davison chicho,m,zanupf,1,2076
mat south,insiza rdc,20,ncube snevher kasion,m,mdct,1,216
mat south,insiza rdc,20,dube dumisani,m,mdc,1,92
mat south,insiza rdc,21,mavorera leckias moyo,m,zanupf,1,2075
mat south,insiza rdc,21,masuku nqaba,m,mdc,1,96
mat south,insiza rdc,22,gumbo edith,f,zanupf,1,1028
mat south,insiza rdc,22,ncube frank,m,m.d.ct,1,327
mat south,insiza rdc,22,nxumalo sitabile,f,m.d.c,1,326
mat south,insiza rdc,23,sikhosana felence,f,zanupf,1,578
mat south,insiza rdc,23,kangwena rickson,m,independent,1,307
mat south,insiza rdc,23,pike donald ian,m,m.d.c,1,298
mat south,mangwe rdc,1,ncube mafesi rolendi,m,zanupf,1,430
mat south,mangwe rdc,1,vundla alphons,m,m.d.c.t,1,324
mat south,mangwe rdc,1,sibanda luka,m,m.d.c,1,68
mat south,mangwe rdc,2,ndebele sakhile,f,zanupf,1,453
mat south,mangwe rdc,2,ncube peter,m,m.d.ct,1,188
mat south,mangwe rdc,2,"mpofu khonzolathamaninji",f,m.d.c,1,119
mat south,mangwe rdc,3,khahlu nkosilathi,m,m.d.c.t,1,369
mat south,mangwe rdc,3,nleya joseph,m,zanupf,1,361
mat south,mangwe rdc,3,maphosa oscar,m,m.d.c,1,138
mat south,mangwe rdc,4,sibanda sindisiwe,f,zanupf,1,648
mat south,mangwe rdc,4,tshuma thanks,m,m.d.ct,1,258
mat south,mangwe rdc,4,mafu wiiliam,m,m.d.c,1,48
