province,local_authority,ward_no,candidate,sex,party,contested,votes
masvingo,masvingo rdc,32,munyenyiwa stephen,m,zanu pf,1,1181
masvingo,masvingo rdc,32,mudzvova gibson ratmiel,m,mdc t,1,313
masvingo,masvingo rdc,33,dube tawanda,m,zanu pf,1,923
masvingo,masvingo rdc,33,mudzingwa servius,m,mdc-t,1,668
masvingo,masvingo rdc,34,ruzive davis,m,zanu pf,1,1448
masvingo,masvingo rdc,34,mufiri munyaradzi,m,mdc t,1,236
masvingo,masvingo rdc,35,neshanje siyai,m,mdc t,1,929
masvingo,masvingo rdc,35,mukazi revesai,f,zanu pf,1,347
masvingo,mwenezi rdc,1,musariwa collen,m,zanu pf,1,867
masvingo,mwenezi rdc,1,chauke juliet,f,mdc-t,1,318
masvingo,mwenezi rdc,2,sigogo munyaradzi,m,zanu-pf,1,1137
masvingo,mwenezi rdc,2,sithole alfred,m,mdc-t,1,401
masvingo,mwenezi rdc,3,mabhena samuel m,m,zanu-pf,1,1643
masvingo,mwenezi rdc,3,murashiki tapiwa,m,mdc-t,1,340
masvingo,mwenezi rdc,4,charusa noah,m,zanu-pf,1,1656
masvingo,mwenezi rdc,4,nyashadzashe moyo,m,mdc-t,1,222
masvingo,mwenezi rdc,5,makope master,m,zanu-pf,1,2012
masvingo,mwenezi rdc,5,dziva timitia,m,mdc-t,1,549
masvingo,mwenezi rdc,6,ncube joram,m,zanu-pf,1,1115
masvingo,mwenezi rdc,6,sithole vuthlari j,m,mdc-t,1,76
masvingo,mwenezi rdc,7,murabarari killion,m,zanu-pf,1,1586
masvingo,mwenezi rdc,7,mafanele gilbert hlomani,m,mdc-t,1,252
masvingo,mwenezi rdc,8,hlaisi runoza,m,zanu-pf,1,1777
masvingo,mwenezi rdc,8,masikwa augustine,m,mdc-t,1,64
masvingo,mwenezi rdc,9,gondo gilbert,m,zanu-pf,0,uncontested
masvingo,mwenezi rdc,10,masukume samuel,m,zanu-pf,1,1664
masvingo,mwenezi rdc,10,moyo stephen sydney,m,mdc-t,1,115
masvingo,mwenezi rdc,11,ngwenya wilson,m,zanu-pf,0,uncontested
masvingo,mwenezi rdc,12,shoko collen,m,zanu-pf,0,uncontested
masvingo,mwenezi rdc,13,moyo joshua,m,zanu-pf,1,8091
masvingo,mwenezi rdc,13,nyoni mketwa tafadzwa,m,mdc-t,1,666
masvingo,mwenezi rdc,14,matutu admire,m,zanu-pf,0,uncontested
masvingo,mwenezi rdc,15,kombo enock,m,zanu-pf,1,2437
masvingo,mwenezi rdc,15,dzuda sheperd tiripamwe,m,mdc-t,1,136
masvingo,mwenezi rdc,16,shoko shongedzai,m,zanu-pf,1,4784
masvingo,mwenezi rdc,16,shiri runesu,m,mdc-t,1,296
masvingo,mwenezi rdc,17,chabata simon,m,zanu-pf,0,uncontested
masvingo,mwenezi rdc,18,moyo cannan,m,zanu-pf,1,902
masvingo,mwenezi rdc,18,nhachi brian garikai,m,mdc-t,1,505
masvingo,zaka rdc,1,makuyana jakatirai lovemore,m,zanu pf,1,808
masvingo,zaka rdc,1,mhou gwazivesu,m,mdc-t,1,340
masvingo,zaka rdc,2,chimombe vincenttoranai,m,zanu pf,1,743
masvingo,zaka rdc,2,foto stephen,m,mdc-t,1,422
masvingo,zaka rdc,2,tarupuwa ernest,m,mdc,1,67
masvingo,zaka rdc,7,tinarwo rasmos,m,zanu pf,1,635
masvingo,zaka rdc,7,mateko yaniso,m,mdc-t,1,190
masvingo,zaka rdc,8,majoni cephas,m,zanu pf,1,1513
masvingo,zaka rdc,8,mudzuri anthony,m,mdc-t,1,777
masvingo,zaka rdc,9,mutandavari moses,m,zanu pf,1,1377
masvingo,zaka rdc,9,chada ishmael,m,mdc-t,1,294
masvingo,zaka rdc,10,vingirayi rangarirayi,m,zanu pf,1,1226
masvingo,zaka rdc,10,miriri tavengwa,m,mdc-t,1,348
masvingo,zaka rdc,11,chikomo john,m,zanu pf,1,944
masvingo,zaka rdc,11,chikozho nyasha,m,mdc-t,1,566
masvingo,zaka rdc,12,matsenhura martin,m,zanu pf,1,815
masvingo,zaka rdc,12,mashandudze takura,m,mdc-t,1,365
masvingo,zaka rdc,13,musundire sebastian chawari,m,zanu pf,1,1099
masvingo,zaka rdc,13,chawatama rose,f,mdc-t,1,313
masvingo,zaka rdc,14,museki boas,m,zanu pf,1,1004
masvingo,zaka rdc,14,mujoni simon,m,mdc-t,1,391
masvingo,zaka rdc,15,harudzibwi stephen,m,zanu pf,1,1828
masvingo,zaka rdc,15,makadho jenifa,f,mdc-t,1,654
masvingo,zaka rdc,16,mavurira amos,m,zanu pf,1,863
masvingo,zaka rdc,16,chishiri edmore,m,mdc-t,1,330
masvingo,zaka rdc,17,watadza chrispen,m,zanu pf,1,803
masvingo,zaka rdc,17,mugandani juel,m,mdc-t,1,255
masvingo,zaka rdc,18,mativenga daniel,m,zanu pf,1,846
masvingo,zaka rdc,18,nzvenga grison,m,mdc-t,1,765
masvingo,zaka rdc,19,imbayarwo peter,m,mdc-t,1,1400
masvingo,zaka rdc,19,chikwenhere milton,m,zanu pf,1,1303
masvingo,zaka rdc,20,chigevenga fastino,m,zanu pf,1,1045
masvingo,zaka rdc,20,mudzikati mutsambi,m,mdc-t,1,556
masvingo,zaka rdc,21,chipote judith christina,f,zanu pf,1,1145
masvingo,zaka rdc,21,chikorose obed,m,mdc-t,1,464
masvingo,zaka rdc,22,jengetha lawrence,m,mdc-t,1,515
masvingo,zaka rdc,22,chekwenhure lawrence,m,zanu pf,1,511
masvingo,zaka rdc,23,rangwani ezekia,m,zanu pf,1,857
masvingo,zaka rdc,23,mungoni mazhindu cleophas,m,mdc-t,1,359
masvingo,zaka rdc,24,vudzi isaac cleto,m,zanu pf,1,1003
masvingo,zaka rdc,24,chitapa henry,m,mdc-t,1,816
masvingo,zaka rdc,25,taruvinga isaac,m,zanu pf,1,1390
masvingo,zaka rdc,25,chimamise euliget,f,mdc-t,1,413
masvingo,zaka rdc,26,chikohora mebo,f,zanu pf,1,1503
masvingo,zaka rdc,26,murevesi serudzai,m,mdc-t,1,433
masvingo,zaka rdc,27,chinaka bernard,m,zanu pf,1,1239
masvingo,zaka rdc,27,taruvinga stephen,m,mdc-t,1,324
masvingo,zaka rdc,28,chikuni benjamin,m,zanu pf,1,1131
masvingo,zaka rdc,28,musareva jefita,m,mdc-t,1,464
masvingo,zaka rdc,29,makwevera rwatipedza a.,m,zanu pf,1,832
masvingo,zaka rdc,29,dzviti tamai,m,mdc-t,1,247
masvingo,zaka rdc,30,maputsa fortune,m,zanu pf,1,1312
masvingo,zaka rdc,30,jenami eliot,m,mdc-t,1,424
masvingo,zaka rdc,30,batisai zivai,m,mdc,1,50
masvingo,zaka rdc,31,tumai madzikona,m,zanu pf,1,1061
masvingo,zaka rdc,31,madzikona vitalis,m,mdc-t,1,674
masvingo,zaka rdc,32,nguyuza isaac,m,zanu pf,1,1236
masvingo,zaka rdc,32,revesai alice,f,mdc-t,1,250
masvingo,zaka rdc,33,chipato munyaradzi,m,zanu pf,1,1137
masvingo,zaka rdc,33,sigodho amon able,m,mdc-t,1,301
masvingo,zaka rdc,33,manatsa alfred,m,independent,1,22
masvingo,zaka rdc,34,danhayi vandirai,m,zanu pf,1,203
masvingo,zaka rdc,34,bingwa daniel,m,mdc-t,1,142
mat north,binga rdc,1,muntanga saina,m,zanu pf,1,502
mat north,binga rdc,1,mudenda million,m,mdc-t,1,414
mat north,binga rdc,1,siakadundwa laimon,m,mdc,1,160
mat north,binga rdc,2,muzamba puntu,m,mdc-t,1,835
mat north,binga rdc,2,muzamba kenneth peter,m,zanu pf,1,505
mat north,binga rdc,2,muzamba charles chaama,m,mdc,1,112
mat north,binga rdc,3,ngwenya phinias,m,mdc-t,1,1096
mat north,binga rdc,3,mudenda lazarus,m,zanu pf,1,303
mat north,binga rdc,3,mudenda hughes kembo,m,mdc,1,135
mat north,binga rdc,4,mudenda elmon,m,mdc-t,1,358
mat north,binga rdc,4,munsaka alec sibalabbe,m,mdc-t,1,321
mat north,binga rdc,4,mwinde mackson,m,mdc,1,108
mat north,binga rdc,4,mudenda moffat,m,zanu pf,1,91
mat north,binga rdc,5,mugande saimon,m,mdc-t,1,858
mat north,binga rdc,5,muleya siapota wankie,m,zanu pf,1,582
mat north,binga rdc,5,muleya doctor,m,mdc,1,139
mat north,binga rdc,6,siasayi party malambo,m,mdc-t,1,1535
mat north,binga rdc,6,mudenda adam,m,zanu pf,1,233
mat north,binga rdc,6,siachimbo donald,m,mdc,1,187
mat north,binga rdc,7,mleya juma,m,mdc-t,1,908
mat north,binga rdc,7,mukuli mukuzu taitos,m,zanu pf,1,647
mat north,binga rdc,7,munsaka paul,m,mdc,1,444
mat north,binga rdc,8,mudenda mathias,m,mdc-t,1,1093
mat north,binga rdc,8,muleya gear,m,zanu pf,1,201
mat north,binga rdc,9,mukuli lameon,m,mdc-t,1,1473
mat north,binga rdc,9,mwembe thadious,m,zanu pf,1,746
mat north,binga rdc,9,muleya joemu,m,mdc,1,61
mat north,binga rdc,10,sikabotu simunene john,m,mdc t,1,972
mat north,binga rdc,10,munkuli josphat,m,zanu pf,1,283
mat north,binga rdc,10,chikonka richard,m,mdc,1,77
mat north,binga rdc,11,mudimba mackson,m,mdc t,1,852
mat north,binga rdc,11,mweembe samson,m,zanu pf,1,443
mat north,binga rdc,12,mwinde mathias,m,mdc t,1,661
mat north,binga rdc,12,mwinde enias,m,zanu pf,1,315
mat north,binga rdc,13,muzamba charles,m,mdc t,1,875
mat north,binga rdc,13,sibanda nkululeko,m,zanu pf,1,492
mat north,binga rdc,13,mbondo clever,m,mdc,1,53
mat north,binga rdc,14,mwembe simon,m,mdc t,1,2386
mat north,binga rdc,14,chiligidi abednigo,m,zanu pf,1,1058
mat north,binga rdc,14,nkomo mpilo,m,zapu,1,232
mat north,binga rdc,15,siyampoloma wilson,m,mdc t,1,973
mat north,binga rdc,15,mwembe siyamulamfu ric,m,zanu pf,1,363
mat north,binga rdc,15,mumpande fackson,m,independent,1,246
mat north,binga rdc,16,mwembe richard,m,mdc t,1,723
mat north,binga rdc,16,munkuli ottillia,f,independent,1,195
mat north,binga rdc,16,mukuli dimeya,m,zanu pf,1,169
mat north,binga rdc,16,muzamba amos,m,mdc,1,154
mat north,binga rdc,17,kujulu- mungombwe the,m,mdc t,1,1487
mat north,binga rdc,17,munsanga amos,m,zanu pf,1,921
mat north,binga rdc,17,mumpande john thomas,m,mdc t,1,361
mat north,binga rdc,17,moyo angelina,m,mdc,1,244
mat north,binga rdc,18,shoko lowani,m,mdc t,1,824
mat north,binga rdc,18,ngwenya mathias,m,zanu pf,1,345
mat north,binga rdc,18,muleya edward,m,mdc,1,98
mat north,binga rdc,19,chamukwanda tapera,m,mdc t,1,1101
mat north,binga rdc,19,chuma eliot,m,zanu pf,1,404
mat north,binga rdc,19,mudenda smart,m,mdc,1,179
mat north,binga rdc,20,munkuli crispen,m,mdc t,1,1268
mat north,binga rdc,20,muleya lodger,m,zanu pf,1,359
mat north,binga rdc,21,sibanda antony,m,zanu pf,1,1763
mat north,binga rdc,21,nyoni douglas,m,mdc t,1,1588
mat north,binga rdc,22,muzingili super,m,mdc t,1,499
mat north,binga rdc,22,mudenda naison,m,zanu pf,1,358
mat north,binga rdc,22,siamunsaka mulongo,m,mdc,1,25
mat north,binga rdc,23,mpofu kingson,m,mdc t,1,884
mat north,binga rdc,23,muchimba edson kefas,m,zanu pf,1,490
mat north,binga rdc,23,dube chiide libious,m,mdc,1,175
mat north,binga rdc,24,sibanda judith,f,mdc t,1,737
mat north,binga rdc,24,chambeta joseph,m,zanu pf,1,463
mat north,binga rdc,24,muchimba inkion,m,mdc,1,118
mat north,binga rdc,25,munkombwe dube,m,mdc t,1,977
mat north,binga rdc,25,muzamba robson,m,zanu pf,1,221
mat north,binga rdc,25,sibanda aaron,m,mdc,1,23
mat north,bubi rdc,1,lunga robert kolisani,m,zanu pf,1,907
mat north,bubi rdc,1,kamanga lameck,m,mdct,1,116
mat north,bubi rdc,1,ncube bothwell,m,mdc,1,27
mat north,bubi rdc,2,donga timothy dumisani,m,mdc t,1,412
mat north,bubi rdc,2,ndlovu violet,f,zanu pf,1,205
mat north,bubi rdc,2,sibanda sehliselo,f,mdc,1,60
mat north,bubi rdc,3,ndlovu elvies,m,mdc t,1,531
mat north,bubi rdc,3,mtetwa norah,f,zanu pf,1,362
mat north,bubi rdc,3,sibanda gibson,m,mdc,1,64
mat north,bubi rdc,4,sibanda fannie,m,mdc t,1,509
mat north,bubi rdc,4,khoza douglas,m,zanu pf,1,433
mat north,bubi rdc,4,ndlovu sifiso,m,mdc,1,57
mat north,bubi rdc,5,luphala sylvia,m,zanu pf,1,230
mat north,bubi rdc,5,dube timothy,m,mdc t,1,203
mat north,bubi rdc,6,maphosa francis,m,zanu pfu,0,uncontested
mat north,bubi rdc,7,moyo elliot james gwayi,m,mdc t,1,499
mat north,bubi rdc,7,mithi ntombizodwa,m,zanu pf,1,288
mat north,bubi rdc,7,zondo tomson,m,mdc,1,65
mat north,bubi rdc,8,ngwendu hebert,m,zanu pf,1,205
mat north,bubi rdc,8,ndlovu olivine,m,mdc t,1,131
mat north,bubi rdc,9,mxoli leslie,m,mdc t,1,174
mat north,bubi rdc,9,maphosa mongameli,m,zanu pf,1,116
mat north,bubi rdc,10,mlalazi smatch,m,zanu pf,1,388
mat north,bubi rdc,10,sakala zakewu,m,mdc t,1,259
mat north,bubi rdc,11,siwela david mbizo,m,zanu pf,1,708
mat north,bubi rdc,11,mpofu ntandoyenkosi,f,mdc t,1,509
mat north,bubi rdc,11,nyoni nobukhosi,f,mdc,1,89
mat north,bubi rdc,11,ncube nobunzima,f,zapu,1,61
mat north,bubi rdc,12,ndlovu sithembiso bhalu,f,zanu pf,1,615
mat north,bubi rdc,12,keswa sibangani,m,mdc t,1,281
mat north,bubi rdc,13,sibanda mavule nkosana,m,zanu pf,1,557
mat north,bubi rdc,13,moyo grain,m,mdc,1,133
mat north,bubi rdc,14,moyo cookie,f,zanu pf,1,396
mat north,bubi rdc,14,ncubeteckla,f,mdc,1,50
mat north,bubi rdc,15,siwela mayikiza sabelo,m,mdc t,1,248
mat north,bubi rdc,15,mazinyane gibson,m,zanu pf,1,218
mat north,bubi rdc,15,manyathela cephas m,m,mdc,1,42
mat north,bubi rdc,15,dhlomo john,m,zapu,1,20
mat north,bubi rdc,16,linyani memory,f,mdc t,1,292
mat north,bubi rdc,16,ndebele vilosi austin,m,zanu pf,1,130
mat north,bubi rdc,17,magonya noel bizo,m,zanu pf,1,249
mat north,bubi rdc,17,sibanda mpikelelo emson,m,mdc t,1,217
mat north,bubi rdc,17,moyo bekithemba,m,mdc,1,37
mat north,bubi rdc,18,matshazi andrew nduna,m,mdc t,1,324
mat north,bubi rdc,18,nyoni edimont,m,zanu pf,1,204
mat north,bubi rdc,18,sibanda thenjiwe,f,independent,1,138
mat north,bubi rdc,19,nkomazana villiot vanasi,f,zanu pf,1,256
mat north,bubi rdc,19,nkomo zakha,m,mdc t,1,226
mat north,bubi rdc,19,mlandwa othilia,m,zapu,1,97
mat north,bubi rdc,20,maposa abednigo,m,zanu pf,1,1163
mat north,bubi rdc,20,ndlovu charles,m,mdc t,1,136
mat north,bubi rdc,21,baloyi violet,m,zanu pf,1,1610
mat north,bubi rdc,21,ncube ian,m,mdc t,1,82
mat north,bubi rdc,22,zondo francis,m,mdc t,1,497
mat north,bubi rdc,22,ncube siqeduthando,m,zanu pf,1,476
mat north,bubi rdc,23,khupe panny irene,f,zanu pf,1,695
mat north,bubi rdc,23,ndlovu honest,m,mdc t,1,72
mat north,hwange local board,1,mabena nqobile ocean,m,mdc t,1,323
mat north,hwange local board,1,taruvingaozwin,m,zanu pf,1,177
mat north,hwange local board,2,munhenga admire,m,mdc t,1,155
mat north,hwange local board,2,muchengeti raberto chig,m,zanu pf,1,59
mat north,hwange local board,3,ndlovu cosmas,m,mdc t,1,236
mat north,hwange local board,3,maphosa ezekiel,m,zanu pf,1,110
mat north,hwange local board,4,kwenda absalom,m,mdc t,1,180
mat north,hwange local board,4,tshuma lameck,m,zanu pf,1,170
mat north,hwange local board,5,sibanda tendai,f,mdc t,1,323
mat north,hwange local board,5,dube chemist,m,zanu pf,1,157
mat north,hwange local board,6,mumpande andrew,m,mdc t,1,539
mat north,hwange local board,6,sithole daniel,m,zanu pf,1,347
mat north,hwange local board,6,phiri sera,m,mdc,1,47
mat north,hwange local board,7,maposa wilson,m,zanu pf,0,uncontested
mat north,hwange local board,8,sibanda rodah,f,mdc t,1,412
mat north,hwange local board,8,ncube namatama,f,zanu pf,1,233
mat north,hwange local board,8,moyo cuthbert,m,mdc,1,134
mat north,hwange local board,9,maphosa chiratidzo,f,mdc t,1,1549
mat north,hwange local board,9,chidere george,m,zanu pf,1,249
mat north,hwange local board,9,ngwenya bonface,m,mdc,1,246
mat north,hwange local board,9,chipembere changu t,f,independent,1,38
mat north,hwange local board,10,ndlovu robert,m,mdc t,1,561
mat north,hwange local board,10,tshuma samuel,m,zanu pf,1,214
mat north,hwange local board,10,moyo dumisani,m,mdc,1,37
mat north,hwange local board,11,munkuli kikili joseph,m,mdc t,1,1161
mat north,hwange local board,11,nyawu feliwe,f,zanu pf,1,143
mat north,hwange local board,11,sillah augustine,m,independent,1,96
mat north,hwange local board,12,nyoni godi,m,mdc t,1,651
mat north,hwange local board,12,muremba thembinkosi,m,zanu pf,1,159
mat north,hwange local board,12,riyano emanuel,m,independent,1,82
mat north,hwange local board,13,ncube winnie,f,mdc t,1,940
mat north,hwange local board,13,phiri aron,m,zanu pf,1,140
mat north,hwange local board,13,moyo valleta,f,mdc,1,135
mat north,hwange local board,13,moyo luzibo,m,independent,1,38
mat north,hwange local board,14,phiri mathias m,m,mdc t,1,688
mat north,hwange local board,14,dewa kondo,m,zanu pf,1,273
mat north,hwange local board,14,ndlovu divine,m,mdc,1,92
mat north,hwange local board,14,nyoni alfred,m,idependent,1,51
mat north,hwange local board,15,shumbakudakwashe,m,mdc t,1,578
mat north,hwange local board,15,chikwereti taonga,m,zanu pf,1,217
mat north,hwange rdc,1,mzamba ellias,m,zanu pf,1,1126
mat north,hwange rdc,1,shoko duncan bokani,m,independent,1,141
mat north,hwange rdc,2,thebe phinias dennis,m,mdc-t,1,576
mat north,hwange rdc,2,ngwenya nyarai,m,zanu pf,1,544
mat north,hwange rdc,2,ncube artwel,m,independent,1,159
mat north,hwange rdc,2,msimanga nkosikhona,m,zapu,1,39
mat north,hwange rdc,2,zikhali morris,m,zapu,1,17
mat north,hwange rdc,3,ndhlovu martin,m,zanu pf,1,725
mat north,hwange rdc,3,moyo givemeagain,m,mdc-t,1,578
mat north,hwange rdc,4,moyo jabulani,m,zanu pf,1,530
mat north,hwange rdc,4,mathe knowledge,f,mdc-t,1,214
mat north,hwange rdc,4,tshuma timothy d,m,mdc,1,161
mat north,hwange rdc,5,ncube peggy africa,m,zanu pf,1,412
mat north,hwange rdc,5,sibanda egah washingto,m,mdc-t,1,271
mat north,hwange rdc,5,nyathi methuli,m,independant,1,221
mat north,hwange rdc,5,ndlovu philani,m,mdc,1,69
mat north,hwange rdc,6,shoko farayi matavire,m,zanu pf,1,367
mat north,hwange rdc,6,zulu gregory dropa,m,mdc t,1,361
mat north,hwange rdc,6,sithole christopher sayije,m,mdc,1,89
mat north,hwange rdc,7,sibanda binwell,m,zanu pf,1,571
mat north,hwange rdc,7,moyo sino,m,mdc t,1,461
mat north,hwange rdc,7,mlotshwa royal,m,mdc,1,86
mat north,hwange rdc,8,nyathi siyikiwe,f,mdc t,1,310
mat north,hwange rdc,8,ncube ephraim,m,zanu pf,1,237
mat north,hwange rdc,8,ndlovu soneni,f,mdc,1,34
mat north,hwange rdc,9,phiri james,m,zanu pf,1,298
mat north,hwange rdc,9,ncube bushe,m,mdc t,1,271
mat north,hwange rdc,9,ncube isaac,m,mdc,1,30
mat north,hwange rdc,10,ncube francisca,f,mdc t,1,849
mat north,hwange rdc,10,phiri lewis,m,zanu pf,1,564
mat north,hwange rdc,10,nyoni leonard,m,mdc,1,128
mat north,hwange rdc,11,tshuma joshua,m,zanu pf,1,415
mat north,hwange rdc,11,mudenda josphat,m,mdc t,1,262
mat north,hwange rdc,11,mumpande lackson,m,mdc,1,75
mat north,hwange rdc,12,ndlovu faniso,m,mdc t,1,601
mat north,hwange rdc,12,ncube nephias,m,zanu pf,1,158
mat north,hwange rdc,13,ngwenya jabulani,m,mdct,1,399
mat north,hwange rdc,13,sibelo david,m,zanu pf,1,256
mat north,hwange rdc,14,sibanda temba,m,mdc t,1,525
mat north,hwange rdc,14,tshuma kholiwe,m,zanu pf,1,341
mat north,hwange rdc,14,mumpande yothamu,m,mdc,1,159
mat north,hwange rdc,15,lisuthu olpha mujele,f,mdc t,1,554
mat north,hwange rdc,15,ncube victor,m,zanu pf,1,431
mat north,hwange rdc,15,munetsi betty,f,mdc,1,248
mat north,hwange rdc,16,mwakiposa cosmas,m,mdc,1,627
mat north,hwange rdc,16,maligo silasi,m,zanu pf,1,565
mat north,hwange rdc,17,mapfuwa sipiwe,f,zanu pf,1,753
mat north,hwange rdc,17,khumalo prince,m,mdc t,1,433
mat north,hwange rdc,17,ncube fanuel,m,mdc,1,76
mat north,hwange rdc,18,nkomo edward,m,zanu pf,0,uncontested
mat north,hwange rdc,19,muleya mathew,m,zanu pf,1,516
mat north,hwange rdc,19,nyamambi benard,m,mdc-t,1,318
mat north,hwange rdc,20,shoko george,m,mdc t,1,798
mat north,hwange rdc,20,ncube peterson,m,zanu pf,1,372
mat north,hwange rdc,20,ncube rodgers,m,mdc,1,74
mat north,kusile rdc,1,mkandla stephen,m,zanu pf,1,305
mat north,kusile rdc,1,mpofu mbonisi,m,mdc t,1,229
mat north,kusile rdc,1,dube bottomley,m,mdc,1,71
mat north,kusile rdc,2,tshuma sifana cephas,m,zanu pf,1,227
mat north,kusile rdc,2,ndlovu sukoluhle,f,mdc,1,35
mat north,kusile rdc,2,moyo meckson,m,mdc t,1,144
mat north,kusile rdc,3,ncube sikumbuzo,m,mdc t,1,609
mat north,kusile rdc,3,nyoni phillip mtshiywa,m,zanu pf,1,354
mat north,kusile rdc,3,mtembo simelamalanga,m,mdc,1,153
mat north,kusile rdc,4,ncube khevison,m,zanu pf,1,355
mat north,kusile rdc,4,mnkandla clara,f,mdc t,1,193
mat north,kusile rdc,4,ndlovu khumbulani,m,mdc,1,89
mat north,kusile rdc,4,ndlovu tshamasi r s,m,zapu,1,26
mat north,kusile rdc,5,tshuma soneni,f,zanu pf,1,419
mat north,kusile rdc,5,ncube ubunene,m,mdc t,1,419
mat north,kusile rdc,5,mlilo thenjiwe,f,mdc,1,69
mat north,kusile rdc,5,moyo enock major,m,zapu,1,23
mat north,kusile rdc,6,ndlovu pilate,m,zanu pf,1,399
mat north,kusile rdc,6,sibanda mpupebomvu,m,mdc t,1,356
mat north,kusile rdc,6,mpofu nkosilathi,m,mdc,1,48
mat north,kusile rdc,7,mpofu regina,f,zanu pf,1,268
mat north,kusile rdc,7,nyathi dumisani,m,mdc,1,215
mat north,kusile rdc,8,moyo gladys,f,zanu pf,1,499
mat north,kusile rdc,8,ngwenya michael,m,mdc t,1,261
mat north,kusile rdc,8,moyo domen,m,mdc,1,164
mat north,kusile rdc,9,nkomo rex mangisi,m,zanu pf,1,454
mat north,kusile rdc,9,ndlovu philani,m,mdc t,1,431
mat north,kusile rdc,9,tshuma fibian mboki,m,mdc,1,77
mat north,kusile rdc,10,ncube rueben gabadela,m,mdc t,1,552
mat north,kusile rdc,10,ncube sigameko,m,zanu pf,1,341
mat north,kusile rdc,10,nkomo nkululeko,m,mdc,1,208
mat north,kusile rdc,11,dube nkululeko,m,mdc t,1,470
mat north,kusile rdc,11,sibanda sitembubuhle,f,zanu pf,1,447
mat north,kusile rdc,11,ngwenya luka phillip,m,mdc,1,155
mat north,kusile rdc,12,mpofu janeth,f,zanu pf,1,439
mat north,kusile rdc,12,nsingo stanley,m,mdc t,1,278
mat north,kusile rdc,12,mnkandla dubilizwe,m,mdc,1,197
mat north,kusile rdc,13,nyathi jabulani,m,zanu pf,1,493
mat north,kusile rdc,13,sibanda dumisani,m,mdc t,1,472
mat north,kusile rdc,13,nyoni sabelo libert,m,mdc,1,278
mat north,kusile rdc,14,mpofu japhet,m,mdc t,1,449
mat north,kusile rdc,14,nkomo enock,m,zanu pf,1,288
mat north,kusile rdc,14,moyo sithabile,f,mdc,1,113
mat north,kusile rdc,15,mhlanga nhlanhla,m,zanu pf,1,718
mat north,kusile rdc,15,tshuma limukani,m,mdc t,1,708
mat north,kusile rdc,15,mahlangu simephi,f,mdc,1,150
mat north,kusile rdc,16,ncube zett,m,mdc t,1,501
mat north,kusile rdc,16,munderedza saul,m,zanu pf,1,390
mat north,kusile rdc,16,ncube qhubani,m,mdc,1,98
mat north,kusile rdc,17,msipa jameson,m,zanu pf,1,521
mat north,kusile rdc,17,khumalo nah,f,mdc t,1,269
mat north,kusile rdc,17,nyathi robert,m,mdc,1,127
mat north,kusile rdc,18,dube kayeni,m,mdc t,1,464
mat north,kusile rdc,18,nyoni maphuma,m,zanu pf,1,343
mat north,kusile rdc,18,mpala ozias,m,mdc,1,131
mat north,kusile rdc,19,sibanda esau,m,mdc t,1,571
mat north,kusile rdc,19,ncube vulindlela,m,zanu pf,1,439
mat north,kusile rdc,19,nyoni jabulani,m,mdc,1,178
mat north,kusile rdc,20,dube knowledge,m,mdc t,1,423
mat north,kusile rdc,20,nkiwane isha gibson,f,mdc,1,98
mat north,kusile rdc,20,sibanda elliot,m,zanu pf,1,445
mat north,kusile rdc,21,ndlovu kiwa ernest,m,zanu pf,1,512
mat north,kusile rdc,21,ndlovu joseph,m,mdc t,1,485
mat north,kusile rdc,21,moyo kevin,m,mdc,1,135
mat north,kusile rdc,22,matshaka sandas s,m,zanu pf,1,332
mat north,kusile rdc,22,mtunzana maxwell,m,mdc,1,262
mat north,kusile rdc,22,moyo sikhataziwe,f,mdc t,1,211
mat north,kusile rdc,23,ngwenya fibion,m,zanu pf,1,553
mat north,kusile rdc,23,moyo simangaliso,f,mdc t,1,150
mat north,kusile rdc,23,dube nhlanhla,m,mdc,1,29
mat north,kusile rdc,24,ndlovu nicholas,m,zanu pf,1,470
mat north,kusile rdc,24,nyathi mqondisi,m,mdc,1,69
mat north,kusile rdc,25,sibanda samuel,m,zanu pf,0,uncontested
mat north,kusile rdc,26,ndimande siluzi silas,m,zanu pf,1,83
mat north,kusile rdc,26,nkomo tom,m,mdc t,1,65
mat north,kusile rdc,26,ndlovu john,m,mdc,1,56
